中级法院 陕西省咸阳市中级人民法院 13641
中级法院 陕西省渭南市中级人民法院 19269
中级法院 陕西省延安市中级人民法院 19721
中级法院 陕西省汉中市中级人民法院 14244
中级法院 陕西省榆林市中级人民法院 20900
中级法院 陕西省安康市中级人民法院 7218
中级法院 陕西省商洛市中级人民法院 7746
中级法院 西安铁路运输中级法院 397
中级法院 甘肃省兰州市中级人民法院 24528
中级法院 甘肃省嘉峪关市中级人民法院 1797
中级法院 甘肃省金昌市中级人民法院 4799
中级法院 甘肃省白银市中级人民法院 9709
中级法院 甘肃省天水市中级人民法院 10212
中级法院 甘肃省武威市中级人民法院 6171
中级法院 甘肃省张掖市中级人民法院 4475
中级法院 甘肃省平凉市中级人民法院 7554
中级法院 甘肃省酒泉市中级人民法院 8399
中级法院 甘肃省庆阳市中级人民法院 9895
中级法院 甘肃省定西市中级人民法院 9569
中级法院 甘肃省陇南市中级人民法院 7059
中级法院 甘肃省临夏回族自治州中级人民法院 5622
中级法院 甘肃省甘南藏族自治州中级人民法院 1799
中级法院 甘肃矿区人民法院 9
中级法院 兰州铁路运输中级法院 239
中级法院 甘肃省林区中级法院 183
中级法院 青海省西宁市中级人民法院 25606
中级法院 青海省海东市中级人民法院 2754
中级法院 青海省海北藏族自治州中级人民法院 1958
中级法院 青海省黄南藏族自治州中级人民法院 487
中级法院 青海省海南藏族自治州中级人民法院 1014
中级法院 青海省果洛藏族自治州中级人民法院 386
中级法院 青海省玉树藏族自治州中级人民法院 394
中级法院 青海省海西蒙古族藏族自治州中级人民法院 4326
中级法院 宁夏回族自治区银川市中级人民法院 16169
中级法院 宁夏回族自治区石嘴山市中级人民法院 7800
中级法院 宁夏回族自治区吴忠市中级人民法院 7960
中级法院 宁夏回族自治区固原市中级人民法院 4723
中级法院 宁夏回族自治区中卫市中级人民法院 2628
中级法院 新疆维吾尔自治区乌鲁木齐市中级人民法院 23338
中级法院 新疆维吾尔自治区克拉玛依市中级人民法院 1216
中级法院 新疆维吾尔自治区吐鲁番市中级人民法院 1080
中级法院 新疆维吾尔自治区哈密市中级人民法院 1221
中级法院 新疆维吾尔自治区昌吉回族自治州中级人民法院 6335
